Comment_Title,Review
Ultimate product,Nice product timely deliverd by amazon
iPhone XR,Excellent
Camera fone,Best cameraCamera beast
Awesome..!!,Awesome Go for it👌🏻
Excellent phone.,Excellent phone.
Superrrr,100% genuine productUltimate phone
Good at this price,Good offer at this price
Great product,Simply great🔥🔥
Iphone XR,Awesome phone...
Rocking Device,Excellent iPhone
Patel,Best smartphone.
Best phone,Everything at  it’s best
Awesome phone,Excellent phone
Always d Best !!!,IPhone XR..What else u want !!!
Amazing XR,"Good product,it's Apple by the way"
Damage product,Product’s display is damaged. Black line on screen
"over all is good , waiting to upgrade for ios 13",waiting to upgrade for ios 13 in india
Awesome mobile,I just bought 1 month back and it’s awesome.
Good one,Liked the iPhone. Camera is very good.
Excellent,All categories are great
Dual SIM iPhone,eSIM facility great 👍🏼
Mind blowing Iphone XR,Excellent phone with amazing camera
Battery life not ggod,Battery life not good
Perfect buy.,Amazing battery life. Perfect apple buy at current time.
nice,good one
Amazing product....,Amazing product..... price could have been but cheaper.....:
Iphone xr,Stunning phone under budget...go for it ❤️❤️
Over all its superb...,Wow... It's amazing u can go for it...
Awesome,Like everything
Budget price,Beautiful design
Affordable Luxury,Unmatched Performance
"Nice phone, but over weight",Super mobile....over weight
Good,But issue with haptics but overall good
Lightning connector,Lightning connector is missing from the box
Iphone xr,Good phone as it comes in a very great price😄😄
Overall good performance,Better performance
best phone of apple,wonderful camera quality and best screen touch.
Thank you,Excellent phone perfect pricing
Befitting feedback,Great product no flaws
iPhone XR, Nic
Best iPhone in terms of battery,Very good phone
Hang,It got stuck in the beginning
Excellent phone..,Excellent phone... Thanks amazon for quick delivery
About amazon sales,Product is good but amazon offer is worst
Excellent,Very good phone
Not satisfying,Picture quality is very poor. And battery
Jus love it,Simply stunning...worth everypenny ...!!!
Nice,Nothing
Size is not good for small hands,Screen is not good as iphone 11
Best phone,Good phone
Worst,Don’t take online charging is point is not working on 4 day
Good,Nothing
I love dis phone.,Very good product front facing camera could be improved.
A good buy.,Totally in love after Iphone 7plus.
Amazing,Phone is excellent in every sphere
its a great product,I love it this is worth it just go for it
I love  apple,Good
V good,👍👍👍
Super fast phone,Wonderful phone nice cam clarify and battery pack up.
Excellent buy,Quick and easy....apple is best
all good,all good
Worth,The phone is worth in every aspect
Good phone,As usual good phone from Apple
Good phone,Very good phone by Apple
Good value for money iphone!,There is mo fingerprint reader to rate
Worth using,Face reader is so fast in recognition & action
Amazing product.,Good phone
Good,Camera is really good
loved it,superb
Its freaking good,Iits good
Amazing..!,Its great phone for reasonable price..!!
Amazing Amazon! Great service,Great phone
Price and quality not matched.,"Price and quality as not expected...,"
Gud products njoyed,Nice phone
Super,Excellent
Great deal,Good product under best deal thanks Amazon
PRODUCT FAULTY,FOUND FAULTY PRODUCT.
It’s Xr,Good one
XR,Great phone..enjoying
Amazing Phone,An iPhone is with long battery life ❤
Perfect till now,Very good and perfect
defective phone,Defective product received. kindly exchange it.
Worthy,Good and on time!!!
Highly recommended,Amazing phone
Most affordable premium phone.,Best in class & most affordable one.
Genuine product,Best phone
Best product assurance,Awesome phone
Big screen,Budget iphone with Big screen
Nice,It’s good
xr,xr is a beast
iPhone XR,It's just osm
Nice phone,"Face recognizing is OK,  not faster than other flagship phones"
Thanks Amazon for amazing offer and fast delivery,Awesome mobile thanks amazon for offer 🤗
Go for it,Good decision
Go for it,Battery life so good
XR Rocks!!,Premium quality product
Nice,As expected.
Good product,Good product :)
Excellent product,Best iPhone for low budget
ORIGINAL APPLE PRODUCT,OUTSTANDING FEATURE OF IPHONE
iPhone XR,Good one for 50K+ Budget Apple Phone...
I never regret for buying this mobile,"""camera quality"" and ""battery"
Best iphone,Best iphone I have ever used
perfect deal genuine product,excellent. u will love it
Well done,Very good experience
Nice phone,Value for money....
I phone xr,It’s ok product
Siva medical nuzvid,Good phoneSiva
Best in terms of performance,Front camera is poor
Great service and delivery from Amazon.,Superrrr phone
Iphone,Good Product
Nice product,Good product
Nice phone,Nice
iPhone,Good
iPhone Xr problem,"Problem with speaker,kindly contact me"
Camera and battery,Battery life is brilliant
Nice product,I like it
Good,Very good phone in every function
Super,Good
Great,Everything great
iPhone xr,Happy with the working of mobile
Nice Product,Nice as expected
Silent button not working,very Nice
Good product,Good one
Iphone Xr,"Awesome phone, a very good camera quality"
Awesome 😎,Amazing phone loved it ❤️
Awesome phone and features,Awesome phone and battery backup is good
Gave duplicate earphones.. Cheater,Gave duplicate earphones.. Cheater
iPhone XR Value for Money,Very nice and useful product
Loved it,Nothing to dislike this
Not slim,Phone is too weighed and thik also.
Apple product love you,good Product
Thanx anazon,Very good product nicely delivered by amazon
Performance,Performance
Looking,Looking very bad compare to other I phones
Warranty card,No warranty card.....but I'm happy with the phone
Amazing,Amazing phone
Super,Amazing phone
Best,As per my choice
Suprb iphone,Suprb iPhone XR
Not Good for Pubg Lover,Cant play pubg properly
If you don’t ave an iphone.. you just don’t!,Very bulky but fine
Not bad,Heating issue while charging
Great phone,Nice phone
Excellent.,Zabardast
Nice phone,Best option
First iPhone where I’m satisfied with the battery back up,A must buy
Worth,Excellent performance
Amazing XR,Amazing product from Apple
Awesome,Superb design and convenient for handling
Great product,"Great phone .Perfectly working ,no issues."
Owsem. Apple is very nice to compare android,Nice product. Really good product
Got it at 38k worth it,Super quality phone
Apple is apple,Good phone very smooth
Smoother Iphone,Smooth experience
Best mobile in this range,"iphone is iphone,"
Xr,Xr
Loved it,It’s simply great
Utility efficient,Absolute Beast of a phone
Nice phone.,Till now good experience.
Great value@36k,Two thumbs up
Slow charging,Everything is ok but charging very slow.
The best,Awesome!!!
Its  a good experience for me,Very good product
Powerhouse,The best phone ever used
An excellent product,I love it
Good product in best price...,Good product in best price...
Awesome,Awesome mobile.
Great piece,Good mobile
Apple,Everything is good
Nice,Very good
Best ever user interface,Loved it l...yupee
iPhone XR charger not working,Charger is not working
Great Bargain,Nice phone for a great price.
Good product,Better choice that X or XS
Nice,Worth upgrade from iphone 7👍🏻👍🏻
Smart PHON ka baap,Superb PHON I m very happy
Must use,Nice phone and should have a bit more ram
Good,Very Nice
Great,👌👌👌
Ok,Ear phone not working .
Nice phone,Nice mobile phone
Very useful smart phone,Fast performance
Great,Awesome phone in this range 👌🏻
The best iPhone,Awesome
😍,Loved it
Satisfied with deal,Great deal and fully satisfied with phone
Beautiful phone,Awesome
Brand name is enough,Just Awesome!!!!
Excellent performance,Nice and budget mobile 📲
Nice,Value 4 money
Nyc,Everthing is gud but it heats sometimes.
Good excellent,Awesome
Nicely,Just go for it
Gud,Nice product
Awesome,Really loved it ... awesome mobile
Nice experience,Best in use
Everything is good,Nice outstanding
It's Awesome!!,It's a Master piece from Apple.
Amazing as usual,Fantastic and good deal
2 months review,awesome
"Good, best and better",Nothing
Good one,Nothing
Good,Awasome
Best iPhone at this price,Awesome product
Good phone,Good phone. A bit bulky though
Worth,All worth .. real good
Best phone,All in all a good product
Awesome,It’s awesome camera quality is too good.
Jakas maza a gya,Super sa uper
Should be better,Not a good mobile thn x
Satisfied,Satisfaction level high
Nice,Batterylife is excellent
Superb,Camera quality is good
Big,Not a handy phone... buy xs instead
Poor quality spares,Mic sensibility is poor
Excellent,Excellent and quick
Performance simplified,Value for money
Best phone,Great product🔥
nyc,suberb
Great,Value of money
Amazing experience,Totally worth it
